Source,Target,Type,Id,Label,Weight
128,213,Directed,7033,,1
72,272,Directed,7034,,1
342,277,Directed,7035,,1
321,175,Directed,7036,,1
271,176,Directed,7037,,1
144,116,Directed,7038,,1
48,180,Directed,7039,,1
322,104,Directed,7040,,1
298,271,Directed,7041,,1
21,281,Directed,7042,,1
67,277,Directed,7043,,1
343,19,Directed,7044,,1
221,303,Directed,7045,,1
134,304,Directed,7046,,1
132,303,Directed,7047,,1
304,122,Directed,7048,,1
285,221,Directed,7049,,1
315,302,Directed,7050,,1
304,56,Directed,7051,,1
26,128,Directed,7052,,1
204,242,Directed,7053,,1
32,167,Directed,7054,,1
41,144,Directed,7055,,1
101,204,Directed,7056,,1
182,97,Directed,7057,,1
111,214,Directed,7058,,1
261,118,Directed,7059,,1
329,27,Directed,7060,,1
295,9,Directed,7061,,1
148,339,Directed,7062,,1
346,53,Directed,7063,,1
88,1,Directed,7064,,1
67,344,Directed,7065,,1
172,199,Directed,7066,,1
188,277,Directed,7067,,1
197,284,Directed,7068,,1
103,56,Directed,7069,,1
185,297,Directed,7070,,1
213,122,Directed,7071,,1
53,266,Directed,7072,,1
101,94,Directed,7073,,1
67,72,Directed,7074,,1
266,101,Directed,7075,,1
315,56,Directed,7076,,1
280,291,Directed,7077,,1
304,67,Directed,7078,,1
20,312,Directed,7079,,1
332,16,Directed,7080,,1
252,122,Directed,7081,,1
9,113,Directed,7082,,1
79,188,Directed,7083,,1
26,118,Directed,7084,,1
56,40,Directed,7085,,1
277,213,Directed,7086,,1
330,266,Directed,7087,,1
204,80,Directed,7088,,1
13,239,Directed,7089,,1
113,325,Directed,7090,,1
211,29,Directed,7091,,1
141,40,Directed,7092,,1
118,56,Directed,7093,,1
91,259,Directed,7094,,1
280,67,Directed,7095,,1
94,300,Directed,7096,,1
67,21,Directed,7097,,1
137,214,Directed,7098,,1
50,203,Directed,7099,,1
168,291,Directed,7100,,1
31,83,Directed,7101,,1
196,92,Directed,7102,,1
213,161,Directed,7103,,1
254,204,Directed,7104,,1
303,122,Directed,7105,,1
227,102,Directed,7106,,1
291,252,Directed,7107,,1
186,142,Directed,7108,,1
331,16,Directed,7109,,1
277,26,Directed,7110,,1
312,44,Directed,7111,,1
93,310,Directed,7112,,1
196,346,Directed,7113,,1
266,254,Directed,7114,,1
148,272,Directed,7115,,1
13,342,Directed,7116,,1
169,332,Directed,7117,,1
4,195,Directed,7118,,1
80,299,Directed,7119,,1
26,98,Directed,7120,,1
127,139,Directed,7121,,1
223,200,Directed,7122,,1
113,72,Directed,7123,,1
213,40,Directed,7124,,1
204,346,Directed,7125,,1
113,172,Directed,7126,,1
261,345,Directed,7127,,1
303,345,Directed,7128,,1
309,127,Directed,7129,,1
165,169,Directed,7130,,1
236,272,Directed,7131,,1
103,98,Directed,7132,,1
310,167,Directed,7133,,1
227,296,Directed,7134,,1
325,268,Directed,7135,,1
332,252,Directed,7136,,1
285,304,Directed,7137,,1
186,213,Directed,7138,,1
239,25,Directed,7139,,1
169,277,Directed,7140,,1
334,188,Directed,7141,,1
134,203,Directed,7142,,1
89,319,Directed,7143,,1
325,223,Directed,7144,,1
119,50,Directed,7145,,1
329,308,Directed,7146,,1
79,26,Directed,7147,,1
336,25,Directed,7148,,1
9,79,Directed,7149,,1
261,98,Directed,7150,,1
21,272,Directed,7151,,1
314,50,Directed,7152,,1
106,88,Directed,7153,,1
140,17,Directed,7154,,1
299,254,Directed,7155,,1
82,261,Directed,7156,,1
203,334,Directed,7157,,1
19,17,Directed,7158,,1
26,236,Directed,7159,,1
170,285,Directed,7160,,1
161,199,Directed,7161,,1
104,113,Directed,7162,,1
1,280,Directed,7163,,1
232,224,Directed,7164,,1
39,121,Directed,7165,,1
53,24,Directed,7166,,1
277,291,Directed,7167,,1
169,5,Directed,7168,,1
67,134,Directed,7169,,1
346,92,Directed,7170,,1
322,250,Directed,7171,,1
322,339,Directed,7172,,1
45,142,Directed,7173,,1
277,334,Directed,7174,,1
141,62,Directed,7175,,1
1,119,Directed,7176,,1
115,326,Directed,7177,,1
189,119,Directed,7178,,1
180,194,Directed,7179,,1
223,98,Directed,7180,,1
236,304,Directed,7181,,1
203,265,Directed,7182,,1
339,277,Directed,7183,,1
277,188,Directed,7184,,1
304,239,Directed,7185,,1
26,188,Directed,7186,,1
40,304,Directed,7187,,1
26,79,Directed,7188,,1
232,9,Directed,7189,,1
271,40,Directed,7190,,1
308,22,Directed,7191,,1
200,304,Directed,7192,,1
312,17,Directed,7193,,1
50,146,Directed,7194,,1
280,26,Directed,7195,,1
137,115,Directed,7196,,1
257,295,Directed,7197,,1
103,25,Directed,7198,,1
49,241,Directed,7199,,1
170,332,Directed,7200,,1
56,290,Directed,7201,,1
40,29,Directed,7202,,1
329,130,Directed,7203,,1
313,271,Directed,7204,,1
56,276,Directed,7205,,1
122,3,Directed,7206,,1
41,14,Directed,7207,,1
23,190,Directed,7208,,1
118,277,Directed,7209,,1
108,159,Directed,7210,,1
315,223,Directed,7211,,1
285,9,Directed,7212,,1
118,304,Directed,7213,,1
8,201,Directed,7214,,1
277,339,Directed,7215,,1
332,122,Directed,7216,,1
227,143,Directed,7217,,1
212,40,Directed,7218,,1
57,24,Directed,7219,,1
56,322,Directed,7220,,1
186,222,Directed,7221,,1
40,141,Directed,7222,,1
310,41,Directed,7223,,1
196,194,Directed,7224,,1
271,285,Directed,7225,,1
41,151,Directed,7226,,1
261,239,Directed,7227,,1
320,272,Directed,7228,,1
123,200,Directed,7229,,1
50,119,Directed,7230,,1
67,322,Directed,7231,,1
272,213,Directed,7232,,1
56,104,Directed,7233,,1
103,7,Directed,7234,,1
170,82,Directed,7235,,1
328,78,Directed,7236,,1
41,137,Directed,7237,,1
280,141,Directed,7238,,1
223,315,Directed,7239,,1
79,67,Directed,7240,,1
203,272,Directed,7241,,1
334,203,Directed,7242,,1
313,252,Directed,7243,,1
119,150,Directed,7244,,1
229,334,Directed,7245,,1
309,184,Directed,7246,,1
229,109,Directed,7247,,1
67,25,Directed,7248,,1
187,254,Directed,7249,,1
170,185,Directed,7250,,1
110,8,Directed,7251,,1
268,325,Directed,7252,,1
81,269,Directed,7253,,1
104,122,Directed,7254,,1
141,26,Directed,7255,,1
25,272,Directed,7256,,1
200,56,Directed,7257,,1
158,113,Directed,7258,,1
159,277,Directed,7259,,1
109,142,Directed,7260,,1
212,252,Directed,7261,,1
29,16,Directed,7262,,1
304,271,Directed,7263,,1
310,93,Directed,7264,,1
315,105,Directed,7265,,1
332,119,Directed,7266,,1
284,251,Directed,7267,,1
244,282,Directed,7268,,1
102,99,Directed,7269,,1
322,252,Directed,7270,,1
261,203,Directed,7271,,1
150,171,Directed,7272,,1
85,3,Directed,7273,,1
341,304,Directed,7274,,1
195,275,Directed,7275,,1
122,272,Directed,7276,,1
232,276,Directed,7277,,1
236,122,Directed,7278,,1
330,92,Directed,7279,,1
104,142,Directed,7280,,1
186,277,Directed,7281,,1
332,231,Directed,7282,,1
99,278,Directed,7283,,1
77,117,Directed,7284,,1
324,252,Directed,7285,,1
122,170,Directed,7286,,1
82,121,Directed,7287,,1
331,211,Directed,7288,,1
236,224,Directed,7289,,1
156,136,Directed,7290,,1
159,320,Directed,7291,,1
19,115,Directed,7292,,1
277,208,Directed,7293,,1
249,346,Directed,7294,,1
136,120,Directed,7295,,1
50,331,Directed,7296,,1
281,320,Directed,7297,,1
200,297,Directed,7298,,1
337,41,Directed,7299,,1
290,322,Directed,7300,,1
242,101,Directed,7301,,1
325,122,Directed,7302,,1
30,331,Directed,7303,,1
212,199,Directed,7304,,1
119,331,Directed,7305,,1
294,277,Directed,7306,,1
40,274,Directed,7307,,1
308,213,Directed,7308,,1
252,79,Directed,7309,,1
9,26,Directed,7310,,1
109,104,Directed,7311,,1
40,224,Directed,7312,,1
144,41,Directed,7313,,1
98,315,Directed,7314,,1
158,242,Directed,7315,,1
180,196,Directed,7316,,1
122,342,Directed,7317,,1
169,142,Directed,7318,,1
147,319,Directed,7319,,1
166,198,Directed,7320,,1
151,41,Directed,7321,,1
40,158,Directed,7322,,1
271,239,Directed,7323,,1
315,257,Directed,7324,,1
67,304,Directed,7325,,1
99,263,Directed,7326,,1
323,332,Directed,7327,,1
254,346,Directed,7328,,1
312,115,Directed,7329,,1
132,277,Directed,7330,,1
324,238,Directed,7331,,1
67,265,Directed,7332,,1
248,311,Directed,7333,,1
322,30,Directed,7334,,1
109,229,Directed,7335,,1
230,71,Directed,7336,,1
223,246,Directed,7337,,1
159,345,Directed,7338,,1
56,291,Directed,7339,,1
253,182,Directed,7340,,1
20,162,Directed,7341,,1
94,187,Directed,7342,,1
67,303,Directed,7343,,1
170,124,Directed,7344,,1
130,322,Directed,7345,,1
272,40,Directed,7346,,1
115,20,Directed,7347,,1
195,218,Directed,7348,,1
302,249,Directed,7349,,1
142,297,Directed,7350,,1
281,21,Directed,7351,,1
252,26,Directed,7352,,1
14,144,Directed,7353,,1
140,214,Directed,7354,,1
214,14,Directed,7355,,1
32,310,Directed,7356,,1
130,53,Directed,7357,,1
171,119,Directed,7358,,1
225,99,Directed,7359,,1
330,299,Directed,7360,,1
222,313,Directed,7361,,1
21,165,Directed,7362,,1
304,280,Directed,7363,,1
238,59,Directed,7364,,1
302,346,Directed,7365,,1
267,23,Directed,7366,,1
312,137,Directed,7367,,1
98,265,Directed,7368,,1
203,50,Directed,7369,,1
308,136,Directed,7370,,1
342,170,Directed,7371,,1
338,29,Directed,7372,,1
143,46,Directed,7373,,1
315,211,Directed,7374,,1
98,252,Directed,7375,,1
231,172,Directed,7376,,1
325,40,Directed,7377,,1
285,186,Directed,7378,,1
239,123,Directed,7379,,1
239,66,Directed,7380,,1
171,189,Directed,7381,,1
277,252,Directed,7382,,1
226,326,Directed,7383,,1
274,122,Directed,7384,,1
122,161,Directed,7385,,1
281,272,Directed,7386,,1
280,25,Directed,7387,,1
249,101,Directed,7388,,1
239,60,Directed,7389,,1
214,326,Directed,7390,,1
325,199,Directed,7391,,1
186,56,Directed,7392,,1
246,223,Directed,7393,,1
148,176,Directed,7394,,1
315,132,Directed,7395,,1
330,53,Directed,7396,,1
290,280,Directed,7397,,1
36,284,Directed,7398,,1
104,21,Directed,7399,,1
284,135,Directed,7400,,1
310,337,Directed,7401,,1
25,51,Directed,7402,,1
277,67,Directed,7403,,1
325,158,Directed,7404,,1
68,263,Directed,7405,,1
113,277,Directed,7406,,1
100,163,Directed,7407,,1
19,138,Directed,7408,,1
320,135,Directed,7409,,1
314,96,Directed,7410,,1
211,118,Directed,7411,,1
297,142,Directed,7412,,1
251,197,Directed,7413,,1
40,142,Directed,7414,,1
26,291,Directed,7415,,1
39,21,Directed,7416,,1
9,72,Directed,7417,,1
320,159,Directed,7418,,1
144,28,Directed,7419,,1
232,133,Directed,7420,,1
252,308,Directed,7421,,1
118,29,Directed,7422,,1
25,3,Directed,7423,,1
27,119,Directed,7424,,1
25,283,Directed,7425,,1
26,141,Directed,7426,,1
228,283,Directed,7427,,1
343,116,Directed,7428,,1
131,278,Directed,7429,,1
169,9,Directed,7430,,1
345,21,Directed,7431,,1
5,87,Directed,7432,,1
57,48,Directed,7433,,1
222,56,Directed,7434,,1
172,72,Directed,7435,,1
304,26,Directed,7436,,1
53,180,Directed,7437,,1
261,67,Directed,7438,,1
177,227,Directed,7439,,1
224,148,Directed,7440,,1
65,82,Directed,7441,,1
249,299,Directed,7442,,1
113,239,Directed,7443,,1
141,98,Directed,7444,,1
127,272,Directed,7445,,1
113,203,Directed,7446,,1
165,200,Directed,7447,,1
223,239,Directed,7448,,1
271,261,Directed,7449,,1
342,265,Directed,7450,,1
329,322,Directed,7451,,1
26,200,Directed,7452,,1
302,53,Directed,7453,,1
203,29,Directed,7454,,1
275,181,Directed,7455,,1
17,111,Directed,7456,,1
56,304,Directed,7457,,1
82,172,Directed,7458,,1
277,22,Directed,7459,,1
119,269,Directed,7460,,1
169,125,Directed,7461,,1
111,41,Directed,7462,,1
172,103,Directed,7463,,1
122,344,Directed,7464,,1
268,82,Directed,7465,,1
313,146,Directed,7466,,1
161,322,Directed,7467,,1
314,236,Directed,7468,,1
332,109,Directed,7469,,1
252,66,Directed,7470,,1
59,203,Directed,7471,,1
172,82,Directed,7472,,1
322,345,Directed,7473,,1
2,312,Directed,7474,,1
313,285,Directed,7475,,1
300,299,Directed,7476,,1
269,81,Directed,7477,,1
25,188,Directed,7478,,1
128,248,Directed,7479,,1
85,170,Directed,7480,,1
132,311,Directed,7481,,1
203,238,Directed,7482,,1
254,53,Directed,7483,,1
332,10,Directed,7484,,1
25,84,Directed,7485,,1
3,283,Directed,7486,,1
92,196,Directed,7487,,1
299,101,Directed,7488,,1
202,166,Directed,7489,,1
119,163,Directed,7490,,1
172,265,Directed,7491,,1
146,339,Directed,7492,,1
303,56,Directed,7493,,1
315,185,Directed,7494,,1
315,246,Directed,7495,,1
231,40,Directed,7496,,1
41,214,Directed,7497,,1
25,40,Directed,7498,,1
322,170,Directed,7499,,1
26,123,Directed,7500,,1
172,13,Directed,7501,,1
142,21,Directed,7502,,1
25,336,Directed,7503,,1
131,143,Directed,7504,,1
323,258,Directed,7505,,1
142,123,Directed,7506,,1
324,331,Directed,7507,,1
202,329,Directed,7508,,1
252,128,Directed,7509,,1
9,134,Directed,7510,,1
122,252,Directed,7511,,1
113,148,Directed,7512,,1
65,118,Directed,7513,,1
322,178,Directed,7514,,1
141,276,Directed,7515,,1
9,142,Directed,7516,,1
277,272,Directed,7517,,1
273,181,Directed,7518,,1
200,25,Directed,7519,,1
346,24,Directed,7520,,1
297,324,Directed,7521,,1
109,285,Directed,7522,,1
105,69,Directed,7523,,1
98,26,Directed,7524,,1
188,21,Directed,7525,,1
25,9,Directed,7526,,1
1,126,Directed,7527,,1
170,26,Directed,7528,,1
113,200,Directed,7529,,1
158,25,Directed,7530,,1
323,322,Directed,7531,,1
122,224,Directed,7532,,1
94,249,Directed,7533,,1
271,211,Directed,7534,,1
276,133,Directed,7535,,1
329,9,Directed,7536,,1
331,30,Directed,7537,,1
110,91,Directed,7538,,1
249,94,Directed,7539,,1
203,239,Directed,7540,,1
203,109,Directed,7541,,1
290,342,Directed,7542,,1
339,246,Directed,7543,,1
73,30,Directed,7544,,1
117,285,Directed,7545,,1
315,136,Directed,7546,,1
167,137,Directed,7547,,1
242,24,Directed,7548,,1
5,316,Directed,7549,,1
23,83,Directed,7550,,1
271,297,Directed,7551,,1
242,254,Directed,7552,,1
217,171,Directed,7553,,1
109,169,Directed,7554,,1
146,285,Directed,7555,,1
180,266,Directed,7556,,1
78,306,Directed,7557,,1
242,132,Directed,7558,,1
277,285,Directed,7559,,1
285,60,Directed,7560,,1
271,59,Directed,7561,,1
30,271,Directed,7562,,1
224,322,Directed,7563,,1
299,330,Directed,7564,,1
162,20,Directed,7565,,1
236,276,Directed,7566,,1
67,3,Directed,7567,,1
326,226,Directed,7568,,1
342,313,Directed,7569,,1
265,342,Directed,7570,,1
122,235,Directed,7571,,1
55,67,Directed,7572,,1
329,320,Directed,7573,,1
51,25,Directed,7574,,1
28,140,Directed,7575,,1
88,336,Directed,7576,,1
273,218,Directed,7577,,1
21,188,Directed,7578,,1
21,280,Directed,7579,,1
87,322,Directed,7580,,1
337,32,Directed,7581,,1
252,272,Directed,7582,,1
113,304,Directed,7583,,1
24,94,Directed,7584,,1
213,324,Directed,7585,,1
40,277,Directed,7586,,1
322,109,Directed,7587,,1
315,285,Directed,7588,,1
341,203,Directed,7589,,1
21,334,Directed,7590,,1
136,322,Directed,7591,,1
181,328,Directed,7592,,1
119,229,Directed,7593,,1
304,113,Directed,7594,,1
40,317,Directed,7595,,1
342,290,Directed,7596,,1
41,226,Directed,7597,,1
98,170,Directed,7598,,1
251,320,Directed,7599,,1
304,332,Directed,7600,,1
271,128,Directed,7601,,1
67,185,Directed,7602,,1
66,9,Directed,7603,,1
30,213,Directed,7604,,1
188,75,Directed,7605,,1
231,106,Directed,7606,,1
172,212,Directed,7607,,1
135,284,Directed,7608,,1
307,40,Directed,7609,,1
56,188,Directed,7610,,1
204,254,Directed,7611,,1
123,318,Directed,7612,,1
161,39,Directed,7613,,1
57,108,Directed,7614,,1
25,285,Directed,7615,,1
146,136,Directed,7616,,1
41,140,Directed,7617,,1
80,346,Directed,7618,,1
101,249,Directed,7619,,1
40,239,Directed,7620,,1
285,119,Directed,7621,,1
133,26,Directed,7622,,1
51,23,Directed,7623,,1
169,128,Directed,7624,,1
281,197,Directed,7625,,1
322,26,Directed,7626,,1
7,31,Directed,7627,,1
49,255,Directed,7628,,1
62,199,Directed,7629,,1
119,9,Directed,7630,,1
274,96,Directed,7631,,1
136,21,Directed,7632,,1
140,312,Directed,7633,,1
285,122,Directed,7634,,1
4,275,Directed,7635,,1
101,346,Directed,7636,,1
239,56,Directed,7637,,1
314,313,Directed,7638,,1
113,121,Directed,7639,,1
176,271,Directed,7640,,1
322,186,Directed,7641,,1
25,39,Directed,7642,,1
203,315,Directed,7643,,1
259,193,Directed,7644,,1
197,21,Directed,7645,,1
140,41,Directed,7646,,1
139,197,Directed,7647,,1
167,337,Directed,7648,,1
345,303,Directed,7649,,1
319,147,Directed,7650,,1
304,168,Directed,7651,,1
172,308,Directed,7652,,1
304,9,Directed,7653,,1
81,286,Directed,7654,,1
120,136,Directed,7655,,1
21,26,Directed,7656,,1
266,204,Directed,7657,,1
226,20,Directed,7658,,1
203,119,Directed,7659,,1
199,82,Directed,7660,,1
225,177,Directed,7661,,1
211,238,Directed,7662,,1
67,10,Directed,7663,,1
122,236,Directed,7664,,1
252,72,Directed,7665,,1
227,225,Directed,7666,,1
252,31,Directed,7667,,1
146,148,Directed,7668,,1
224,25,Directed,7669,,1
56,200,Directed,7670,,1
317,101,Directed,7671,,1
342,203,Directed,7672,,1
315,9,Directed,7673,,1
346,249,Directed,7674,,1
203,104,Directed,7675,,1
148,105,Directed,7676,,1
188,290,Directed,7677,,1
148,82,Directed,7678,,1
322,315,Directed,7679,,1
277,280,Directed,7680,,1
341,62,Directed,7681,,1
9,277,Directed,7682,,1
7,103,Directed,7683,,1
135,184,Directed,7684,,1
122,188,Directed,7685,,1
277,25,Directed,7686,,1
79,252,Directed,7687,,1
196,53,Directed,7688,,1
325,277,Directed,7689,,1
257,39,Directed,7690,,1
332,169,Directed,7691,,1
21,197,Directed,7692,,1
4,218,Directed,7693,,1
133,188,Directed,7694,,1
271,272,Directed,7695,,1
102,263,Directed,7696,,1
53,146,Directed,7697,,1
118,82,Directed,7698,,1
200,31,Directed,7699,,1
199,25,Directed,7700,,1
151,144,Directed,7701,,1
57,346,Directed,7702,,1
211,261,Directed,7703,,1
218,195,Directed,7704,,1
186,26,Directed,7705,,1
252,285,Directed,7706,,1
200,224,Directed,7707,,1
72,9,Directed,7708,,1
7,168,Directed,7709,,1
322,260,Directed,7710,,1
128,122,Directed,7711,,1
272,281,Directed,7712,,1
98,25,Directed,7713,,1
337,93,Directed,7714,,1
291,232,Directed,7715,,1
272,75,Directed,7716,,1
277,50,Directed,7717,,1
84,83,Directed,7718,,1
211,239,Directed,7719,,1
79,25,Directed,7720,,1
258,161,Directed,7721,,1
343,41,Directed,7722,,1
271,325,Directed,7723,,1
324,304,Directed,7724,,1
82,313,Directed,7725,,1
192,205,Directed,7726,,1
122,325,Directed,7727,,1
323,56,Directed,7728,,1
304,66,Directed,7729,,1
285,211,Directed,7730,,1
212,295,Directed,7731,,1
123,82,Directed,7732,,1
26,332,Directed,7733,,1
315,288,Directed,7734,,1
248,122,Directed,7735,,1
94,204,Directed,7736,,1
136,146,Directed,7737,,1
134,21,Directed,7738,,1
242,299,Directed,7739,,1
239,277,Directed,7740,,1
290,188,Directed,7741,,1
328,195,Directed,7742,,1
339,152,Directed,7743,,1
26,158,Directed,7744,,1
342,113,Directed,7745,,1
268,203,Directed,7746,,1
214,115,Directed,7747,,1
7,347,Directed,7748,,1
311,277,Directed,7749,,1
186,123,Directed,7750,,1
239,338,Directed,7751,,1
177,99,Directed,7752,,1
169,113,Directed,7753,,1
93,337,Directed,7754,,1
159,184,Directed,7755,,1
67,313,Directed,7756,,1
109,295,Directed,7757,,1
29,40,Directed,7758,,1
55,261,Directed,7759,,1
56,21,Directed,7760,,1
315,236,Directed,7761,,1
57,184,Directed,7762,,1
122,332,Directed,7763,,1
301,47,Directed,7764,,1
165,39,Directed,7765,,1
185,200,Directed,7766,,1
180,204,Directed,7767,,1
312,343,Directed,7768,,1
98,186,Directed,7769,,1
9,224,Directed,7770,,1
61,23,Directed,7771,,1
254,249,Directed,7772,,1
271,265,Directed,7773,,1
115,220,Directed,7774,,1
133,183,Directed,7775,,1
103,172,Directed,7776,,1
122,304,Directed,7777,,1
98,82,Directed,7778,,1
334,308,Directed,7779,,1
22,168,Directed,7780,,1
190,96,Directed,7781,,1
334,50,Directed,7782,,1
109,271,Directed,7783,,1
252,223,Directed,7784,,1
315,170,Directed,7785,,1
185,56,Directed,7786,,1
26,62,Directed,7787,,1
211,223,Directed,7788,,1
122,271,Directed,7789,,1
14,312,Directed,7790,,1
9,56,Directed,7791,,1
224,133,Directed,7792,,1
268,59,Directed,7793,,1
223,261,Directed,7794,,1
147,6,Directed,7795,,1
275,4,Directed,7796,,1
325,56,Directed,7797,,1
246,213,Directed,7798,,1
285,56,Directed,7799,,1
309,197,Directed,7800,,1
238,199,Directed,7801,,1
272,148,Directed,7802,,1
272,156,Directed,7803,,1
75,188,Directed,7804,,1
75,170,Directed,7805,,1
325,119,Directed,7806,,1
62,122,Directed,7807,,1
168,129,Directed,7808,,1
158,67,Directed,7809,,1
170,67,Directed,7810,,1
108,272,Directed,7811,,1
93,137,Directed,7812,,1
254,299,Directed,7813,,1
55,122,Directed,7814,,1
277,304,Directed,7815,,1
9,148,Directed,7816,,1
320,36,Directed,7817,,1
180,254,Directed,7818,,1
94,299,Directed,7819,,1
272,258,Directed,7820,,1
271,9,Directed,7821,,1
172,329,Directed,7822,,1
274,323,Directed,7823,,1
115,192,Directed,7824,,1
172,26,Directed,7825,,1
246,322,Directed,7826,,1
295,109,Directed,7827,,1
184,320,Directed,7828,,1
252,56,Directed,7829,,1
69,9,Directed,7830,,1
137,17,Directed,7831,,1
322,199,Directed,7832,,1
5,213,Directed,7833,,1
82,325,Directed,7834,,1
98,119,Directed,7835,,1
87,339,Directed,7836,,1
277,294,Directed,7837,,1
200,325,Directed,7838,,1
149,343,Directed,7839,,1
137,93,Directed,7840,,1
332,271,Directed,7841,,1
289,214,Directed,7842,,1
252,59,Directed,7843,,1
118,252,Directed,7844,,1
48,119,Directed,7845,,1
122,21,Directed,7846,,1
188,252,Directed,7847,,1
285,342,Directed,7848,,1
245,259,Directed,7849,,1
195,273,Directed,7850,,1
141,239,Directed,7851,,1
224,271,Directed,7852,,1
193,259,Directed,7853,,1
224,26,Directed,7854,,1
25,31,Directed,7855,,1
40,265,Directed,7856,,1
55,26,Directed,7857,,1
231,332,Directed,7858,,1
85,274,Directed,7859,,1
271,315,Directed,7860,,1
239,200,Directed,7861,,1
165,334,Directed,7862,,1
319,6,Directed,7863,,1
322,188,Directed,7864,,1
200,165,Directed,7865,,1
158,325,Directed,7866,,1
103,252,Directed,7867,,1
118,161,Directed,7868,,1
302,242,Directed,7869,,1
329,178,Directed,7870,,1
199,67,Directed,7871,,1
315,339,Directed,7872,,1
67,223,Directed,7873,,1
26,297,Directed,7874,,1
25,271,Directed,7875,,1
239,13,Directed,7876,,1
322,280,Directed,7877,,1
261,82,Directed,7878,,1
28,115,Directed,7879,,1
98,118,Directed,7880,,1
271,113,Directed,7881,,1
266,194,Directed,7882,,1
67,239,Directed,7883,,1
10,291,Directed,7884,,1
113,9,Directed,7885,,1
304,252,Directed,7886,,1
272,25,Directed,7887,,1
178,206,Directed,7888,,1
222,238,Directed,7889,,1
322,232,Directed,7890,,1
103,200,Directed,7891,,1
239,199,Directed,7892,,1
304,211,Directed,7893,,1
21,40,Directed,7894,,1
19,289,Directed,7895,,1
186,252,Directed,7896,,1
41,28,Directed,7897,,1
213,332,Directed,7898,,1
172,332,Directed,7899,,1
188,274,Directed,7900,,1
284,329,Directed,7901,,1
227,263,Directed,7902,,1
285,261,Directed,7903,,1
187,94,Directed,7904,,1
21,159,Directed,7905,,1
73,25,Directed,7906,,1
200,104,Directed,7907,,1
325,342,Directed,7908,,1
104,128,Directed,7909,,1
119,277,Directed,7910,,1
213,277,Directed,7911,,1
314,161,Directed,7912,,1
214,333,Directed,7913,,1
232,280,Directed,7914,,1
121,169,Directed,7915,,1
342,271,Directed,7916,,1
331,186,Directed,7917,,1
252,104,Directed,7918,,1
122,169,Directed,7919,,1
325,25,Directed,7920,,1
239,344,Directed,7921,,1
62,322,Directed,7922,,1
84,265,Directed,7923,,1
67,56,Directed,7924,,1
302,204,Directed,7925,,1
25,105,Directed,7926,,1
225,175,Directed,7927,,1
238,134,Directed,7928,,1
26,170,Directed,7929,,1
304,277,Directed,7930,,1
82,67,Directed,7931,,1
237,23,Directed,7932,,1
21,13,Directed,7933,,1
242,322,Directed,7934,,1
226,144,Directed,7935,,1
342,188,Directed,7936,,1
246,308,Directed,7937,,1
200,324,Directed,7938,,1
298,56,Directed,7939,,1
121,236,Directed,7940,,1
119,239,Directed,7941,,1
31,109,Directed,7942,,1
19,112,Directed,7943,,1
302,187,Directed,7944,,1
319,219,Directed,7945,,1
239,176,Directed,7946,,1
67,169,Directed,7947,,1
263,102,Directed,7948,,1
192,52,Directed,7949,,1
258,295,Directed,7950,,1
238,261,Directed,7951,,1
39,105,Directed,7952,,1
212,56,Directed,7953,,1
203,26,Directed,7954,,1
75,272,Directed,7955,,1
329,280,Directed,7956,,1
113,98,Directed,7957,,1
272,98,Directed,7958,,1
236,213,Directed,7959,,1
313,56,Directed,7960,,1
291,199,Directed,7961,,1
223,67,Directed,7962,,1
40,272,Directed,7963,,1
4,328,Directed,7964,,1
131,177,Directed,7965,,1
169,257,Directed,7966,,1
67,236,Directed,7967,,1
170,322,Directed,7968,,1
188,142,Directed,7969,,1
136,87,Directed,7970,,1
20,149,Directed,7971,,1
119,297,Directed,7972,,1
340,324,Directed,7973,,1
151,310,Directed,7974,,1
188,224,Directed,7975,,1
47,301,Directed,7976,,1
228,3,Directed,7977,,1
58,107,Directed,7978,,1
142,40,Directed,7979,,1
237,25,Directed,7980,,1
127,320,Directed,7981,,1
142,308,Directed,7982,,1
187,80,Directed,7983,,1
245,91,Directed,7984,,1
204,101,Directed,7985,,1
304,7,Directed,7986,,1
65,25,Directed,7987,,1
62,318,Directed,7988,,1
346,302,Directed,7989,,1
345,252,Directed,7990,,1
304,134,Directed,7991,,1
313,325,Directed,7992,,1
232,199,Directed,7993,,1
147,219,Directed,7994,,1
21,104,Directed,7995,,1
55,186,Directed,7996,,1
67,308,Directed,7997,,1
13,271,Directed,7998,,1
63,56,Directed,7999,,1
95,147,Directed,8000,,1
127,309,Directed,8001,,1
40,77,Directed,8002,,1
188,3,Directed,8003,,1
21,98,Directed,8004,,1
236,21,Directed,8005,,1
221,56,Directed,8006,,1
21,251,Directed,8007,,1
330,196,Directed,8008,,1
304,200,Directed,8009,,1
271,13,Directed,8010,,1
180,5,Directed,8011,,1
40,212,Directed,8012,,1
284,320,Directed,8013,,1
113,165,Directed,8014,,1
312,214,Directed,8015,,1
252,119,Directed,8016,,1
118,271,Directed,8017,,1
235,122,Directed,8018,,1
25,224,Directed,8019,,1
322,239,Directed,8020,,1
59,98,Directed,8021,,1
52,192,Directed,8022,,1
264,259,Directed,8023,,1
285,109,Directed,8024,,1
172,16,Directed,8025,,1
100,64,Directed,8026,,1
21,122,Directed,8027,,1
106,238,Directed,8028,,1
222,325,Directed,8029,,1
318,236,Directed,8030,,1
